book_id,user_id,rating
1003,13991,3
1003,14016,3
1003,16346,3
1003,18169,3
1003,18968,3
1003,19655,3
1003,19729,3
1003,21366,3
1003,27515,3
1003,29489,3
1003,30236,3
1003,30681,3
1003,32055,3
1003,32419,3
1003,36002,3
1003,37097,3
1003,37746,3
1003,39142,3
1003,43602,3
1003,44650,3
1003,46472,3
1003,46977,3
1003,48482,3
1003,50582,3
1004,2553,3
1004,2672,3
1004,4276,3
1004,10050,3
1004,12734,3
1004,16913,3
1004,19834,3
1004,20067,3
1004,26302,3
1004,27011,3
1004,27273,3
1004,31602,3
1004,31860,3
1004,32538,3
1004,32586,3
1004,34258,3
1004,37702,3
1004,41393,3
1004,42114,3
1004,42671,3
1004,43032,3
1004,43464,3
1004,43858,3
1004,48081,3
1004,48566,3
1004,48626,3
1005,35,3
1005,439,3
1005,1038,3
1005,1169,3
1005,1255,3
1005,1321,3
1005,1600,3
1005,3005,3
1005,3969,3
1005,5909,3
1005,7075,3
1005,7867,3
1005,9011,3
1005,9357,3
1005,9489,3
1005,9595,3
1005,10885,3
1005,10953,3
1005,11272,3
1005,11569,3
1005,11885,3
1005,12418,3
1005,13407,3
1005,14205,3
1005,14873,3
1005,15626,3
1005,18857,3
1005,22373,3
1005,26718,3
1005,26925,3
1005,27099,3
1005,27187,3
1005,35728,3
1005,36073,3
1005,41228,3
1005,41300,3
1005,41746,3
1005,50610,3
1006,1214,3
1006,1780,3
1006,3086,3
1006,3413,3
1006,5108,3
1006,7174,3
1006,7672,3
1006,9228,3
1006,9285,3
1006,11174,3
1006,11955,3
1006,13361,3
1006,14914,3
1006,16499,3
1006,17585,3
1006,19339,3
1006,21372,3
1006,22859,3
1006,26302,3
1006,26661,3
1006,27988,3
1006,28220,3
1006,30444,3
1006,31526,3
1006,31740,3
1006,35747,3
1006,38171,3
1006,39623,3
1006,39663,3
1006,39971,3
1006,42441,3
1006,42754,3
1006,44419,3
1006,45908,3
1006,48123,3
1006,50064,3
1006,50472,3
1006,52244,3
1006,52351,3
1006,52895,3
1007,1377,3
1007,1477,3
1007,2421,3
1007,2665,3
1007,5069,3
1007,6063,3
1007,9340,3
1007,9909,3
1007,11955,3
1007,12397,3
1007,13399,3
1007,13742,3
1007,13743,3
1007,14727,3
1007,15398,3
1007,15524,3
1007,15642,3
1007,15712,3
1007,17194,3
1007,19250,3
1007,20467,3
1007,21372,3
1007,22014,3
1007,22533,3
1007,23063,3
1007,23776,3
1007,24102,3
1007,26053,3
1007,27809,3
1007,28834,3
1007,30761,3
1007,31386,3
1007,31886,3
1007,39399,3
1007,41861,3
1007,43778,3
1008,8887,3
1008,16252,3
1008,18090,3
1008,18508,3
1008,18587,3
1008,19317,3
1008,20503,3
1008,20725,3
1008,20782,3
1008,22810,3
1008,29007,3
1008,30268,3
1008,35993,3
1008,37855,3
1008,38980,3
1008,39661,3
1008,40815,3
1008,41318,3
1008,41339,3
1008,41346,3
1008,42410,3
1008,44615,3
1008,49998,3
1009,476,3
1009,1019,3
1009,1388,3
1009,1449,3
1009,1645,3
1009,3262,3
1009,3785,3
1009,5656,3
1009,6252,3
1009,6818,3
1009,6904,3
1009,7973,3
1009,8962,3
1009,9561,3
1009,11291,3
1009,11910,3
1009,17220,3
1009,23185,3
1009,26825,3
1009,27579,3
1009,29240,3
1009,31760,3
1009,33473,3
1009,35157,3
1009,35958,3
1009,37611,3
1009,38291,3
1009,41861,3
1009,44694,3
1009,48726,3
1009,50016,3
1009,51123,3
101,314,3
101,6634,3
101,8440,3
101,8510,3
101,9804,3
101,11927,3
101,11945,3
101,12381,3
101,19191,3
101,20363,3
101,22534,3
101,29123,3
101,32305,3
101,32635,3
101,33065,3
101,33147,3
101,33864,3
101,36240,3
101,47730,3
101,49514,3
1010,14293,3
1010,17009,3
1010,30739,3
1010,47211,3
1011,2940,3
1011,4071,3
1011,10727,3
1011,11317,3
1011,11692,3
1011,13134,3
1011,14943,3
1011,17566,3
1011,19611,3
1011,20740,3
1011,31754,3
1011,31908,3
1011,34147,3
1011,38446,3
1011,41014,3
1011,41616,3
1012,725,3
1012,2173,3
1012,7610,3
1012,11076,3
1012,11174,3
1012,12734,3
1012,13134,3
1012,14149,3
1012,14928,3
1012,19082,3
1012,20258,3
1012,21607,3
1012,28057,3
1012,31760,3
1012,32649,3
1012,32923,3
1012,35146,3
1012,37611,3
1012,40990,3
1012,47032,3
1012,47686,3
1012,51714,3
1013,5003,3
1013,8200,3
1013,11241,3
1013,13588,3
1013,14074,3
1013,16876,3
1013,17804,3
1013,19990,3
1013,20664,3
1013,21830,3
1013,22597,3
1013,23303,3
1013,23776,3
1013,25807,3
1013,26992,3
1013,30739,3
1013,32667,3
1013,33312,3
1013,34582,3
1013,34952,3
1013,39237,3
1013,41733,3
1013,41997,3
1013,42508,3
1014,589,3
1014,1185,3
1014,3241,3
1014,4795,3
1014,5764,3
1014,6017,3
1014,6249,3
1014,6281,3
1014,6925,3
1014,7134,3
1014,9809,3
1014,11999,3
1014,13603,3
1014,14016,3
1014,15813,3
1014,16662,3
1014,17228,3
1014,19453,3
1014,21842,3
1014,22154,3
1014,29418,3
1014,30666,3
1014,33409,3
1014,34464,3
1014,38730,3
1014,41968,3
1014,46147,3
1014,51618,3
1015,3262,3
1015,5909,3
1015,6333,3
1015,6689,3
1015,7999,3
1015,8167,3
1015,8258,3
1015,8612,3
1015,8999,3
1015,9731,3
1015,9797,3
1015,10907,3
1015,10953,3
1015,14207,3
1015,15748,3
1015,19895,3
1015,21237,3
1015,23525,3
1015,25164,3
1015,27398,3
1015,30304,3
1015,33337,3
1015,34484,3
1015,34539,3
1015,35630,3
1015,36002,3
1015,36021,3
1015,37746,3
1015,52036,3
1016,343,3
1016,3379,3
1016,5229,3
1016,6876,3
1016,7857,3
1016,12186,3
1016,13003,3
1016,14082,3
1016,14362,3
1016,14860,3
1016,16129,3
1016,16330,3
1016,17475,3
1016,17705,3
1016,18767,3
1016,20049,3
1016,21759,3
1016,26414,3
1016,31273,3
1016,33890,3
1016,34763,3
1016,35166,3
1016,36121,3
1016,36135,3
1016,38093,3
1016,39818,3
1016,41145,3
1016,41418,3
1016,43152,3
1016,45881,3
1016,45935,3
1016,46253,3
1016,49354,3
1016,53318,3
1017,901,3
1017,1019,3
1017,1566,3
1017,4972,3
1017,6006,3
1017,7225,3
1017,7363,3
1017,11263,3
1017,16404,3
1017,18179,3
1017,20040,3
1017,20929,3
1017,21078,3
1017,21856,3
1017,22710,3
1017,24698,3
1017,25940,3
1017,27849,3
1017,32586,3
1017,32923,3
1017,36096,3
1017,38720,3
1017,39663,3
1017,41931,3
1017,43756,3
1017,51714,3
1018,1136,3
1018,1885,3
1018,3721,3
1018,8146,3
1018,14681,3
1018,15011,3
1018,16662,3
1018,17172,3
1018,17804,3
1018,21543,3
1018,21788,3
1018,24683,3
1018,27221,3
1018,27512,3
1018,29304,3
1018,32052,3
1018,33069,3
1018,34859,3
1018,35630,3
1018,38079,3
1018,38756,3
1018,43727,3
1018,45437,3
1018,49485,3
1019,1136,3
1019,3721,3
1019,5610,3
1019,7493,3
1019,8028,3
1019,8831,3
1019,9125,3
1019,9246,3
1019,10181,3
1019,10907,3
1019,11209,3
1019,11691,3
1019,13137,3
1019,14357,3
1019,15204,3
1019,17216,3
1019,20923,3
1019,22602,3
1019,23376,3
1019,24092,3
1019,26473,3
1019,27398,3
1019,32745,3
1019,37746,3
1019,38067,3
1019,44083,3
1019,53318,3
102,5272,3
102,8579,3
102,10146,3
102,10335,3
102,11854,3
102,12455,3
102,13274,3
102,15494,3
102,15889,3
102,20076,3
102,21733,3
102,29123,3
102,30681,3
102,32635,3
102,36240,3
102,37690,3
102,42404,3
102,47411,3
1020,2066,3
1020,2432,3
1020,3796,3
1020,7834,3
1020,7973,3
1020,8770,3
1020,9145,3
1020,9489,3
1020,10133,3
1020,14370,3
1020,15037,3
1020,15186,3
1020,15398,3
1020,18342,3
1020,23679,3
1020,27370,3
1020,28458,3
1020,28648,3
1020,30513,3
1020,40251,3
1020,43371,3
1020,44046,3
1020,44615,3
1020,45071,3
1020,45595,3
1020,45835,3
1020,49262,3
1021,883,3
1021,1038,3
1021,2722,3
1021,4509,3
1021,5076,3
1021,7523,3
1021,8440,3
1021,10341,3
1021,13189,3
1021,14136,3
1021,14177,3
1021,15254,3
1021,15791,3
1021,19413,3
1021,21842,3
1021,22164,3
1021,29951,3
1021,30160,3
1021,30833,3
1021,35654,3
1021,35868,3
1021,44121,3
1021,44907,3
1021,47211,3
1021,51123,3
1022,591,3
1022,4203,3
1022,5447,3
1022,5676,3
1022,12413,3
1022,14968,3
1022,20616,3
1022,27095,3
1022,38171,3
1022,41393,3
1022,45260,3
1022,50839,3
1023,1136,3
1023,3022,3
1023,3122,3
1023,4891,3
1023,5568,3
1023,6017,3
1023,11287,3
1023,12840,3
1023,13360,3
1023,14970,3
1023,15011,3
1023,15194,3
1023,16662,3
1023,18165,3
1023,27221,3
1023,28158,3
1023,29155,3
1023,31536,3
1023,35326,3
1023,37746,3
1023,38730,3
1023,38865,3
1023,39013,3
1023,40819,3
1023,41601,3
1023,41968,3
1023,45935,3
1023,48297,3
1023,48450,3
1023,52330,3
1024,35,3
1024,725,3
1024,4284,3
1024,4821,3
1024,7523,3
1024,9668,3
1024,10953,3
1024,11945,3
1024,12224,3
1024,17152,3
1024,18179,3
1024,20247,3
1024,20467,3
1024,21759,3
1024,23956,3
1024,28643,3
1024,28824,3
1024,30012,3
1024,35146,3
1024,37405,3
1024,40174,3
1024,46985,3
1024,48745,3
1024,52012,3
1024,53245,3
1025,728,3
1025,1657,3
1025,1759,3
1025,2983,3
1025,4671,3
1025,5292,3
1025,8805,3
1025,11268,3
1025,11691,3
1025,12805,3
1025,19463,3
1025,20592,3
1025,21257,3
1025,21781,3
1025,23515,3
1025,24225,3
1025,26094,3
1025,27307,3
1025,31721,3
1025,33698,3
1025,34981,3
1025,35986,3
1025,36939,3
1025,43265,3
1025,45050,3
1025,46253,3
1026,1061,3
1026,1585,3
1026,1976,3
1026,2721,3
1026,5802,3
1026,5917,3
1026,8699,3
1026,9102,3
1026,9195,3
1026,9399,3
1026,11291,3
1026,11527,3
1026,12285,3
1026,13249,3
1026,13962,3
1026,17267,3
1026,19951,3
1026,20040,3
1026,22572,3
1026,25164,3
1026,30513,3
1026,30833,3
1026,36695,3
1026,44694,3
1026,49026,3
1026,49503,3
1026,52366,3
1027,8592,3
1027,11157,3
1027,13360,3
1027,13678,3
1027,15194,3
1027,16403,3
1027,16599,3
1027,17207,3
1027,18250,3
1027,22477,3
1027,34302,3
1027,35274,3
1027,36308,3
1027,37363,3
1027,37826,3
1027,38308,3
1027,43343,3
1027,43468,3
1027,43558,3
1027,43727,3
1027,45602,3
1027,46568,3
1027,47024,3
1027,47998,3
1027,48195,3
1027,51625,3
1028,461,3
1028,766,3
1028,1031,3
1028,1186,3
1028,1280,3
1028,1916,3
1028,2056,3
1028,2336,3
1028,4241,3
1028,5580,3
1028,6035,3
1028,6875,3
1028,6904,3
1028,7363,3
1028,8441,3
1028,9520,3
1028,11065,3
1028,12734,3
1028,12964,3
1028,13962,3
1028,15292,3
1028,15398,3
1028,17411,3
1028,17832,3
1028,18063,3
1028,18957,3
1028,19083,3
1028,19647,3
1028,19758,3
1028,22014,3
1028,22098,3
1028,22122,3
1028,29502,3
1028,29780,3
1028,32979,3
1028,34428,3
1028,35747,3
1028,38035,3
1028,39305,3
1028,41084,3
1028,42683,3
1028,46264,3
1028,51207,3
1028,52479,3
1029,6994,3
1029,11955,3
1029,18812,3
1029,29937,3
1029,33337,3
1029,39925,3
1029,39988,3
1029,48438,3
103,951,3
103,1393,3
103,6323,3
103,12455,3
103,13879,3
103,15547,3
103,16821,3
103,19942,3
103,21724,3
103,23558,3
103,27934,3
103,37153,3
103,40251,3
103,42810,3
103,45269,3
1030,230,3
1030,2721,3
1030,4284,3
1030,4470,3
1030,6360,3
1030,8078,3
1030,9246,3
1030,9809,3
1030,12623,3
1030,14411,3
1030,14943,3
1030,15318,3
1030,16046,3
1030,17152,3
1030,18433,3
1030,19138,3
1030,20972,3
1030,21856,3
1030,26665,3
1030,29143,3
1030,51776,3
1031,1037,3
1031,1388,3
1031,4233,3
1031,4909,3
1031,7260,3
1031,8465,3
1031,8710,3
1031,9806,3
1031,12276,3
1031,12418,3
1031,13163,3
1031,13189,3
1031,14594,3
1031,15813,3
1031,22122,3
1031,25065,3
1031,25761,3
1031,26983,3
1031,27027,3
1031,27043,3
1031,30304,3
1031,33147,3
1031,39933,3
1031,44496,3
1032,153,3
1032,1064,3
1032,1136,3
1032,2487,3
1032,2660,3
1032,3164,3
1032,4085,3
1032,4088,3
1032,4107,3
1032,4859,3
1032,6035,3
1032,7427,3
1032,7857,3
1032,8078,3
1032,8146,3
1032,10140,3
1032,13600,3
1032,16576,3
1032,18410,3
1032,22905,3
1032,25448,3
1032,25678,3
1032,29007,3
1032,30846,3
1032,40383,3
1032,44394,3
1032,48558,3
1032,49323,3
1032,52965,3
1033,589,3
1033,736,3
1033,1916,3
1033,2981,3
1033,3114,3
1033,3580,3
1033,3982,3
1033,5100,3
1033,11510,3
1033,11564,3
1033,11829,3
1033,12444,3
1033,20586,3
1033,21405,3
1033,21982,3
1033,22154,3
1033,24991,3
1033,26077,3
1033,26181,3
1033,26638,3
1033,27585,3
1033,28452,3
1033,29607,3
1033,37850,3
1033,38362,3
1033,41577,3
1033,43887,3
1033,48102,3
1033,48450,3
1034,4736,3
1034,6016,3
1034,10402,3
1034,11691,3
1034,11876,3
1034,12232,3
1034,13100,3
1034,14936,3
1034,17876,3
1034,18169,3
1034,18494,3
1034,21366,3
1034,24683,3
1034,25616,3
1034,27460,3
1034,28882,3
1034,33547,3
1034,40180,3
1034,40841,3
1034,44462,3
1034,46586,3
1034,46958,3
1034,53173,3
1035,329,3
1035,2665,3
1035,4137,3
1035,5039,3
1035,5505,3
1035,6071,3
1035,7734,3
1035,9306,3
1035,13826,3
1035,13827,3
1035,13895,3
1035,20841,3
1035,23201,3
1035,26670,3
1035,28926,3
1035,29585,3
1035,31505,3
1035,35669,3
1035,37039,3
1035,47166,3
1036,1402,3
1036,21537,3
1036,22501,3
1036,22602,3
1036,22685,3
1036,23514,3
1036,24977,3
1036,27481,3
1036,31327,3
1036,33922,3
1036,34297,3
1036,36363,3
1036,36544,3
1036,36546,3
1036,37341,3
1036,37675,3
1036,42490,3
1036,51166,3
1036,52280,3
1037,1296,3
1037,4212,3
1037,4242,3
1037,4490,3
1037,6458,3
1037,8028,3
1037,10402,3
1037,11421,3
1037,12526,3
1037,13739,3
1037,14293,3
1037,14654,3
1037,16177,3
1037,17222,3
1037,17475,3
1037,17747,3
1037,17984,3
1037,19655,3
1037,20592,3
1037,21360,3
1037,21439,3
1037,23096,3
1037,23603,3
1037,26883,3
1037,26992,3
1037,27779,3
1037,28158,3
1037,29489,3
1037,32160,3
1037,32592,3
1037,33075,3
1037,33890,3
1037,37041,3
1037,44650,3
1037,48196,3
1037,52330,3
1037,52740,3
1038,3114,3
1038,4280,3
1038,8612,3
1038,9806,3
1038,11527,3
1038,15054,3
1038,15186,3
1038,15522,3
1038,20592,3
1038,20737,3
1038,21028,3
1038,21228,3
1038,22164,3
1038,26482,3
1038,27187,3
1038,27540,3
1038,30513,3
1038,30944,3
1038,31294,3
1038,33037,3
1038,33556,3
1038,35912,3
1038,37405,3
1038,37714,3
1038,37850,3
1038,41577,3
1038,41967,3
1038,45811,3
1038,46102,3
1038,53145,3
1039,368,3
1039,2838,3
1039,3222,3
1039,3246,3
1039,4967,3
1039,5054,3
1039,5755,3
1039,6063,3
1039,8820,3
1039,8915,3
1039,9176,3
1039,10628,3
1039,10743,3
1039,11502,3
1039,11569,3
1039,12372,3
1039,12509,3
1039,14056,3
1039,14546,3
1039,30368,3
1039,31512,3
1039,33207,3
1039,33409,3
1039,35114,3
1039,35454,3
1039,37405,3
1039,42173,3
1039,45487,3
1039,48822,3
104,3662,3
104,3827,3
104,10751,3
104,11272,3
104,16346,3
104,16576,3
104,17105,3
104,20782,3
104,22243,3
104,28767,3
104,28831,3
104,29123,3
104,30833,3
104,32419,3
104,35608,3
104,42810,3
104,44243,3
104,44397,3
104,45554,3
104,47730,3
104,48822,3
1040,1019,3
1040,2336,3
1040,3215,3
1040,4470,3
1040,5659,3
1040,5755,3
1040,5881,3
1040,6012,3
1040,8732,3
1040,9102,3
1040,13199,3
1040,14234,3
1040,18154,3
1040,21778,3
1040,30180,3
1040,32586,3
1040,34491,3
1040,35166,3
1040,35735,3
1040,36984,3
1040,37354,3
1040,39284,3
1040,41746,3
1040,41931,3
1040,44281,3
1040,46482,3
1040,51151,3
1041,1339,3
1041,1762,3
1041,1762,3
1041,2552,3
1041,4827,3
1041,4941,3
1041,7410,3
1041,10509,3
1041,10953,3
1041,11868,3
1041,12015,3
1041,14901,3
1041,16843,3
1041,18100,3
1041,19510,3
1041,20586,3
1041,24225,3
1041,26800,3
1041,27663,3
1041,34688,3
1041,41849,3
1041,44518,3
1041,44937,3
1041,47211,3
1042,3022,3
1042,4606,3
1042,5436,3
1042,7065,3
1042,7356,3
1042,9843,3
1042,10457,3
1042,13603,3
1042,18240,3
1042,19868,3
1042,20035,3
1042,21581,3
1042,23962,3
1042,27540,3
1042,27578,3
1042,28459,3
1042,28923,3
1042,30552,3
1042,34464,3
1042,35393,3
1042,35983,3
1042,37653,3
1042,47249,3
1043,387,3
1043,1266,3
1043,3936,3
1043,7834,3
1043,8577,3
1043,11259,3
1043,12065,3
1043,12207,3
1043,12944,3
1043,14759,3
1043,15057,3
1043,15219,3
1043,15723,3
1043,17172,3
1043,17411,3
1043,18145,3
1043,20636,3
1043,24046,3
1043,25213,3
1043,27011,3
1043,27297,3
1043,27392,3
1043,27396,3
1043,31242,3
1043,32463,3
1043,33718,3
1043,34578,3
1043,35863,3
1043,39235,3
1043,39541,3
1043,40414,3
1043,41176,3
1043,41742,3
1043,42769,3
1043,44940,3
1044,314,3
1044,1260,3
1044,2056,3
1044,3829,3
1044,4236,3
1044,5659,3
1044,7460,3
1044,8613,3
1044,9059,3
1044,9102,3
1044,9882,3
1044,10007,3
1044,10374,3
1044,12964,3
1044,12989,3
1044,13745,3
1044,14968,3
1044,18199,3
1044,19427,3
1044,22579,3
1044,23682,3
1044,28165,3
1044,28389,3
1044,31886,3
1044,38364,3
1044,39075,3
1044,39399,3
1044,40819,3
1044,41142,3
1044,43778,3
1044,49644,3
1045,1673,3
1045,1859,3
1045,5676,3
1045,6290,3
1045,7467,3
1045,7672,3
1045,9374,3
1045,13678,3
1045,14112,3
1045,21372,3
1045,21440,3
1045,26945,3
1045,31191,3
1045,31849,3
1045,32130,3
1045,32130,3
1045,32364,3
1045,33074,3
1045,35920,3
1045,38308,3
1045,39910,3
1045,42516,3
1045,47181,3
1045,49889,3
1045,52534,3
1045,53054,3
1046,307,3
1046,314,3
1046,697,3
1046,1187,3
1046,1260,3
1046,3003,3
1046,3408,3
1046,3850,3
1046,4068,3
1046,4509,3
1046,10374,3
1046,10928,3
1046,13669,3
1046,15524,3
1046,19354,3
1046,23594,3
1046,25379,3
1046,32189,3
1046,32758,3
1046,34050,3
1046,35747,3
1046,38364,3
1046,41931,3
1046,45731,3
1046,49085,3
1047,919,3
1047,4203,3
1047,6073,3
1047,12957,3
1047,33514,3
1047,39804,3
1047,44422,3
1047,46991,3
1047,49154,3
1048,1440,3
1048,2838,3
1048,3621,3
1048,3796,3
1048,5909,3
1048,6617,3
1048,8313,3
1048,10944,3
1048,13991,3
1048,14222,3
1048,17450,3
1048,17475,3
1048,17528,3
1048,18120,3
1048,20972,3
1048,21160,3
1048,21878,3
1048,23376,3
1048,23482,3
1048,27027,3
1048,29109,3
1048,29489,3
1048,29687,3
1048,29832,3
1048,30794,3
1048,31754,3
1048,33633,3
1048,33890,3
1048,34688,3
1048,42508,3
1048,45498,3
1048,45593,3
1048,50610,3
1049,8770,3
1049,10120,3
1049,10532,3
1049,11063,3
1049,14235,3
1049,15011,3
1049,17073,3
1049,18165,3
1049,18169,3
1049,19758,3
1049,22894,3
1049,27127,3
1049,27460,3
1049,27565,3
1049,28158,3
1049,31159,3
1049,33772,3
1049,36535,3
1049,40330,3
1049,41003,3
1049,41948,3
1049,45935,3
1049,48450,3
1049,50277,3
1049,51762,3
105,314,3
105,725,3
105,2271,3
105,2665,3
105,3362,3
105,5172,3
105,6596,3
105,11502,3
105,13003,3
105,15054,3
105,17207,3
105,17242,3
105,17747,3
105,18199,3
105,18957,3
105,20782,3
105,21877,3
105,23063,3
105,23185,3
105,24582,3
105,25320,3
105,25678,3
105,27808,3
105,32139,3
105,32635,3
105,33119,3
105,33207,3
105,33409,3
105,37035,3
105,37153,3
105,44023,3
105,44836,3
105,48050,3
105,48482,3
105,49998,3
105,51065,3
105,51692,3
105,51838,3
1050,2508,3
1050,8337,3
1050,8608,3
1050,11843,3
1050,11876,3
1050,14519,3
1050,18714,3
1050,18872,3
1050,19062,3
1050,19554,3
1050,20332,3
1050,20782,3
1050,26405,3
1050,27187,3
1050,27217,3
1050,27460,3
1050,35166,3
1050,35628,3
1050,52965,3
1051,1634,3
1051,3796,3
1051,4816,3
1051,6130,3
1051,9489,3
1051,13520,3
1051,14384,3
1051,14620,3
1051,16899,3
1051,17718,3
1051,19250,3
1051,21439,3
1051,23738,3
1051,25761,3
1051,26661,3
1051,27229,3
1051,29900,3
1051,33037,3
1051,42404,3
1051,49988,3
1051,52012,3
1051,52740,3
1052,2271,3
1052,2493,3
1052,4900,3
1052,7004,3
1052,9195,3
1052,9804,3
1052,10256,3
1052,10288,3
1052,10443,3
1052,11957,3
1052,13019,3
1052,13654,3
1052,13739,3
1052,13886,3
1052,14234,3
1052,14585,3
1052,14654,3
1052,16575,3
1052,17548,3
1052,18957,3
1052,21666,3
1052,26053,3
1052,28541,3
1052,29109,3
1052,30942,3
1052,31861,3
1052,34077,3
1052,37041,3
1052,46823,3
1052,47686,3
1053,589,3
1053,3721,3
1053,5436,3
1053,6149,3
1053,10181,3
1053,14028,3
1053,19013,3
1053,26871,3
1053,26871,3
1053,26883,3
1053,28158,3
1053,31159,3
1053,33679,3
1053,38059,3
1053,40819,3
1053,40840,3
1053,41792,3
1053,48007,3
1053,48482,3
1053,50610,3
1054,314,3
1054,1859,3
1054,2563,3
1054,2777,3
1054,4993,3
1054,6181,3
1054,7610,3
1054,9102,3
1054,10283,3
1054,11330,3
1054,12413,3
1054,12806,3
1054,14850,3
1054,16121,3
1054,18008,3
1054,21228,3
1054,22477,3
1054,24717,3
1054,24898,3
1054,25340,3
1054,28125,3
1054,28343,3
1054,28407,3
1054,29005,3
1054,30611,3
1054,34703,3
1054,37517,3
1054,39661,3
1054,42213,3
1054,43151,3
1054,44281,3
1054,45491,3
1054,46133,3
1054,49203,3
1054,53054,3
1055,35,3
1055,946,3
1055,1185,3
1055,1255,3
1055,3255,3
1055,4891,3
1055,5909,3
1055,9125,3
1055,11999,3
1055,14603,3
1055,15626,3
1055,18620,3
1055,22373,3
1055,23376,3
1055,28179,3
1055,29336,3
1055,29388,3
1055,30186,3
1055,32745,3
1055,37460,3
1055,41746,3
1055,48097,3
1055,50023,3
1055,51480,3
1055,52425,3
1056,589,3
1056,3022,3
1056,5023,3
1056,5467,3
1056,5610,3
1056,8038,3
1056,11562,3
1056,14149,3
1056,14635,3
1056,16129,3
1056,16870,3
1056,17232,3
1056,17387,3
1056,17528,3
1056,18090,3
1056,19724,3
1056,20332,3
1056,20586,3
1056,21152,3
1056,21230,3
1056,21366,3
1056,23303,3
1056,24046,3
1056,29123,3
1056,29819,3
1056,31655,3
1056,40360,3
1056,41114,3
1056,45269,3
1056,46736,3
1056,48153,3
1056,50562,3
1057,1677,3
1057,3465,3
1057,6458,3
1057,6867,3
1057,9474,3
1057,10256,3
1057,10402,3
1057,11421,3
1057,11445,3
1057,12638,3
1057,13019,3
1057,13739,3
1057,14293,3
1057,14654,3
1057,15645,3
1057,16146,3
1057,16177,3
1057,17267,3
1057,17359,3
1057,17475,3
1057,17652,3
1057,19655,3
1057,19755,3
1057,20451,3
1057,21160,3
1057,21360,3
1057,21439,3
1057,21487,3
1057,21713,3
1057,23096,3
1057,23558,3
1057,25606,3
1057,26145,3
1057,26883,3
1057,26992,3
1057,27808,3
1057,27991,3
1057,28178,3
1057,28559,3
1057,32710,3
1057,33890,3
1057,37041,3
1057,38156,3
1057,44650,3
1057,48196,3
1058,4816,3
1058,12805,3
1058,15733,3
1058,16146,3
1058,16417,3
1058,21766,3
1058,23481,3
1058,25867,3
1058,26405,3
1058,26729,3
1058,29065,3
1058,30144,3
1058,32490,3
1058,33102,3
1058,34418,3
1058,34688,3
1058,34927,3
1058,35393,3
1058,38286,3
1058,41318,3
1058,41683,3
1058,44694,3
1058,46872,3
1058,46977,3
1059,341,3
1059,3879,3
1059,5603,3
1059,8061,3
1059,9590,3
1059,10386,3
1059,12851,3
1059,19834,3
1059,20077,3
1059,23776,3
1059,25119,3
1059,25883,3
1059,31314,3
1059,32421,3
1059,34529,3
1059,34639,3
1059,36625,3
1059,37549,3
1059,41936,3
1059,42683,3
1059,43985,3
1059,48415,3
1059,49129,3
1059,49203,3
1059,50753,3
106,2283,3
106,2487,3
106,5152,3
106,6252,3
106,6567,3
106,6634,3
106,8909,3
106,12471,3
106,14936,3
106,17105,3
106,19191,3
106,19526,3
106,22534,3
106,22913,3
106,23711,3
106,24326,3
106,27027,3
106,29951,3
106,32033,3
106,33147,3
106,34688,3
